ConsumptionDate,Feeder,naive-MSE,naive-MAE,naive-MAPE,SimpeAvg-MSE,SimpeAvg-MAE,SimpeAvg-MAPE,MovingAvg-MSE,MovingAvg-MAE,MovingAvg-MAPE,SES-MSE,SES-MAE,SES-MAPE,Holt_linear-MSE,Holt_linear-MAE,Holt_linear-MAPE,Holt_Winter-MSE,Holt_Winter-MAE,Holt_Winter-MAPE,SARIMA-MSE,SARIMA-MAE,SARIMA-MAPE,AutoARIMA-MSE,AutoARIMA-MAE,AutoARIMA-MAPE
2019-05-01,Feeder_27,73272248.65245801,8115.173000000001,36.27736735896566,94062675.32699303,9308.408000000001,41.84521583826006,67557031.84513003,7755.051000000001,34.59697353037326,92523114.68615623,9225.340040000001,41.45760584126526,70299347.39791735,7838.566334386629,34.83919700085229,32803598.538180992,4624.6070980905715,23.551368142556285,206406610.24814203,14317.713129319363,66.11602401327723,89298440.14113772,8888.122556528033,39.60040048743352
