ConsumptionDate,Feeder,naive-MSE,naive-MAE,naive-MAPE,SimpeAvg-MSE,SimpeAvg-MAE,SimpeAvg-MAPE,MovingAvg-MSE,MovingAvg-MAE,MovingAvg-MAPE,SES-MSE,SES-MAE,SES-MAPE,Holt_linear-MSE,Holt_linear-MAE,Holt_linear-MAPE,Holt_Winter-MSE,Holt_Winter-MAE,Holt_Winter-MAPE,SARIMA-MSE,SARIMA-MAE,SARIMA-MAPE,AutoARIMA-MSE,AutoARIMA-MAE,AutoARIMA-MAPE
2019-05-01,Feeder_93,21026788.0934525,4169.7545,76.65372911610704,22794523.673802502,4376.5955,81.2183661317032,21485590.840788946,4224.411833333334,77.85992559991399,22826890.459763147,4380.291652,81.29993406182572,22615941.464649003,4357.768803172699,80.83277325613494,22194333.687561672,3760.2533718281675,60.124602104424476,30274582.60765846,5135.187727945086,97.41074979369104,22437380.582457375,4322.806049556697,79.79922166841813
