ConsumptionDate,Feeder,naive-MSE,naive-MAE,naive-MAPE,SimpeAvg-MSE,SimpeAvg-MAE,SimpeAvg-MAPE,MovingAvg-MSE,MovingAvg-MAE,MovingAvg-MAPE,SES-MSE,SES-MAE,SES-MAPE,Holt_linear-MSE,Holt_linear-MAE,Holt_linear-MAPE,Holt_Winter-MSE,Holt_Winter-MAE,Holt_Winter-MAPE,SARIMA-MSE,SARIMA-MAE,SARIMA-MAPE,AutoARIMA-MSE,AutoARIMA-MAE,AutoARIMA-MAPE
2019-05-01,Feeder_30,775902010.6152276,27854.925000000047,3.3966082152168093,3554341582.532009,59618.25575000001,7.269805308970903,2864554235.0169134,53521.48233333335,6.52636926114048,1987182622.9207084,44577.76866400009,5.435779421426319,329547450.42258805,16663.710791466583,2.031883634521617,1093902058.3699293,32886.6803292018,4.010215089473102,816277593.9758633,28570.087406870385,3.4838171370943964,3554341582.532009,59618.25575000001,7.269805308970903
