ConsumptionDate,Feeder,naive-MSE,naive-MAE,naive-MAPE,SimpeAvg-MSE,SimpeAvg-MAE,SimpeAvg-MAPE,MovingAvg-MSE,MovingAvg-MAE,MovingAvg-MAPE,SES-MSE,SES-MAE,SES-MAPE,Holt_linear-MSE,Holt_linear-MAE,Holt_linear-MAPE,Holt_Winter-MSE,Holt_Winter-MAE,Holt_Winter-MAPE,SARIMA-MSE,SARIMA-MAE,SARIMA-MAPE,AutoARIMA-MSE,AutoARIMA-MAE,AutoARIMA-MAPE
2019-05-01,Feeder_71,2402302277.399659,49007.81949999998,8.100016702784062,3505402763.3261323,59201.91599999997,9.784928318696165,4249186552.4245844,65181.67416666669,10.773281135972521,3098343595.105258,55657.95262000011,9.199171153720448,3486002050.2808685,59037.654918535845,9.757775841333302,7082046453.978382,83957.77073088608,13.877949766585248,2489775045.8014936,49887.117833900964,8.245291260582677,3505402763.3261323,59201.91599999997,9.784928318696165
