Feeder,Demand,Revenue,ConsumptionDate
Feeder_30,736955,5946813.53,2019-01
Feeder_30,745900.5,5848131.42,2019-02
Feeder_30,741074.5,5898677.89,2019-03
Feeder_30,786021,6224673.23,2019-04
Feeder_30,798142,6484252.58,2019-05
Feeder_30,798350,6791514.89,2019-06
