Feeder,Demand,Revenue,ConsumptionDate
Feeder_27,681635,5450963.43,2019-01
Feeder_27,665990,5332823.35,2019-02
Feeder_27,716055,5724743.69,2019-03
Feeder_27,790833,6369954.13,2019-04
Feeder_27,773292,6204705.47,2019-05
Feeder_27,816346,7111071.34,2019-06
