ConsumptionDate,Feeder,naive-MSE,naive-MAE,naive-MAPE,SimpeAvg-MSE,SimpeAvg-MAE,SimpeAvg-MAPE,MovingAvg-MSE,MovingAvg-MAE,MovingAvg-MAPE,SES-MSE,SES-MAE,SES-MAPE,Holt_linear-MSE,Holt_linear-MAE,Holt_linear-MAPE,Holt_Winter-MSE,Holt_Winter-MAE,Holt_Winter-MAPE,SARIMA-MSE,SARIMA-MAE,SARIMA-MAPE,AutoARIMA-MSE,AutoARIMA-MAE,AutoARIMA-MAPE
2019-05-01,Feeder_27,479299925.0,21527.0,2.696810980295019,7055349614.5625,81190.75,10.149088374297317,5437375422.44445,70526.33333333337,8.806361878455352,2136738744.9424055,40906.320000000065,5.076989897503832,1084696735.5715373,32830.78066859103,4.14254690959767,770602093.9039104,27759.612061112013,3.4953989767577553,632200654490.0,794819.0,100.0,7055349614.5625,81190.75,10.149088374297317
