Feeder,naive-RMS,naive-MAPE,SimpeAvg-RMS,SimpeAvg-MAPE,MovingAvg-RMS,MovingAvg-MAPE,SES-RMS,SES-MAPE,Holt_linear-RMS,Holt_linear-MAPE,Holt_Winter-RMS,Holt_Winter-MAPE,SARIMA-RMS,SARIMA-MAPE,AutoARIMA-RMS,AutoARIMA-MAPE
Feeder_22,45055.71,3.33,34298.38,2.27,40379.71,2.82,35078.71,2.28,36561.56,2.43,96895.30,6.69,1136501.22,100.00,39786.51,2.68
